section-result-title,cards-rating-score,section-result-num-ratings,section-result-details,section-result-location,section-result-info,section-result-info 2,section-result-action href,section-result-action-icon src 2,section-result-action-text 2
PAREF Springdale School,5.0,(4),Private school,J. Solon Dr,Temporarily closed,(032) 425 5566,http://parefspringdale.edu.ph/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
Jugan Elementary School,5.0,(7),Elementary school,,Temporarily closed,(032) 344 4780,,,
Integrated Laboratory School,,,High school,"Cebu Normal University, Osmeña Boulevard",Temporarily closed,(032) 254 6816,http://www.cnu.edu.ph/integrated-laboratory-school/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
CIE British School - Cebu,3.2,(20),School,Pres. Magsaysay St,Temporarily closed,(032) 233 2577,http://www.cie.edu/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
St. Theresa's College,4.8,(29),School,21 Juana Osmeña St,Temporarily closed,(032) 253 6337,http://www.stccebu.edu.ph/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
Labangon Elementary School,4.3,(14),Elementary school,Katipunan St,Temporarily closed,(032) 414 5531,http://www.facebook.com/pages/Labangon-Elementary-School/452624788164276,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
Barrio Luz Elementary School,4.8,(6),School,Archbishop Reyes Ave,Temporarily closed,(032) 266 6199,https://sites.google.com/a/deped.gov.ph/barrio-luz-elementary-school/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
Talisay City Central Elementary School,4.5,(15),School,"Cabaidog Bldg, Jose Rizal St",Temporarily closed,(032) 239 1335,,,
Simeon Ayuda Elementary School,5.0,(2),Public school,"San Vicente, Zone I, Liloan",Temporarily closed,(032) 424 5883,,,
Mactan Elementary School,5.0,(2),Elementary school,2 Provincial Hwy,Temporarily closed,(032) 495 8558,,,
Cebu International School,3.7,(9),School,,Temporarily closed,(032) 261 0247,http://www.cis.edu.ph/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
Abellana National School,4.4,(34),High school,Osmeña Blvd,,(032) 254 8248,,,
Sacred Heart School - Ateneo de Cebu,4.5,(57),Catholic school,H Abellana,Temporarily closed,(032) 345 4378,http://www.shs-adc.edu.ph/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
IDEAS Intellectual Development For Early Age School,5.0,(3),Private school,"Deca Homes Baywalk Phase 1 blk 13 Lot 10-15 6045, San Isidro Road",Closed,(032) 263 0625,https://ideascebu.business.site/?utm_source=gmb&utm_medium=referral,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
Cebu City National Science High School,4.2,(34),High school,6000 Salvador St,Temporarily closed,(032) 261 2802,,,
Singapore School Cebu,4.3,(11),School,F.E. Zuellig Ave,Temporarily closed,(032) 236 5772,http://singaporeschoolcebu.com/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
Mabolo Elementary School,4.3,(9),Elementary school,M. J. Cuenco Ave,Temporarily closed,(032) 412 8104,,,
Newtown School of Excellence,4.5,(4),School,"Newtown Boulevard, Mactan Newtown, Newtown Blvd",Temporarily closed,0922 766 2397,,,
Royal Oaks International School,,,Primary school,U.N. Ave,Temporarily closed,,https://www.facebook.com/pages/Royal-Oaks-International-School-Mandaue-Cebu/480076755384265,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
Froebel School For Early Literacy,5.0,(1),School,358 V Rama Ave,Temporarily closed,(032) 266 0183,http://www.frobelschool.com/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
PAREF Springdale School,5.0,(4),Private school,J. Solon Dr,Temporarily closed,(032) 425 5566,http://parefspringdale.edu.ph/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
Jugan Elementary School,5.0,(7),Elementary school,,Temporarily closed,(032) 344 4780,,,
Integrated Laboratory School,,,High school,"Cebu Normal University, Osmeña Boulevard",Temporarily closed,(032) 254 6816,http://www.cnu.edu.ph/integrated-laboratory-school/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
CIE British School - Cebu,3.2,(20),School,Pres. Magsaysay St,Temporarily closed,(032) 233 2577,http://www.cie.edu/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
St. Theresa's College,4.8,(29),School,21 Juana Osmeña St,Temporarily closed,(032) 253 6337,http://www.stccebu.edu.ph/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
Labangon Elementary School,4.3,(14),Elementary school,Katipunan St,Temporarily closed,(032) 414 5531,http://www.facebook.com/pages/Labangon-Elementary-School/452624788164276,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
Barrio Luz Elementary School,4.8,(6),School,Archbishop Reyes Ave,Temporarily closed,(032) 266 6199,https://sites.google.com/a/deped.gov.ph/barrio-luz-elementary-school/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
Talisay City Central Elementary School,4.5,(15),School,"Cabaidog Bldg, Jose Rizal St",Temporarily closed,(032) 239 1335,,,
Simeon Ayuda Elementary School,5.0,(2),Public school,"San Vicente, Zone I, Liloan",Temporarily closed,(032) 424 5883,,,
"Parkcare Play School, Inc.",5.0,(4),School,"Ylaya, Ibabao Rd, Cordova",Temporarily closed,0932 879 9266,https://parkcare-play-school-inc.business.site/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
Tingub Elementary School,3.0,(5),School,,Temporarily closed,(032) 340 3009,,,
Busay National High School,5.0,(1),High school,,Temporarily closed,(032) 419 3017,,,
Newbery Interactive School Inc.,5.0,(11),Private school,"069 E Sabellano St., Quiot, Cebu City",Temporarily closed,(032) 401 0325,,,
Alaska Elementary School/Alaska Night High School,4.0,(12),Elementary school,,Temporarily closed,(032) 261 6979,,,
The Abba's Orchard Montessori School Magsaysay Campus,5.0,(3),School,32 Pres. Magsaysay St,Temporarily closed,0917 502 9578,https://www.theabbasorchard.com/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
Laray Elementary School,3.0,(2),Elementary school,V.H.Garces,Temporarily closed,(032) 518 8816,,,
Opao Elementary School,3.2,(6),Elementary school,,Temporarily closed,(032) 238 1033,,,
Casili Elementary School,3.7,(7),Elementary school,,Temporarily closed,(032) 420 0388,,,
Tiltilon Elementary School,,,Elementary school,Cotcot,Temporarily closed,,,,
Adler Kindergarten School,5.0,(2),Kindergarten,Basak-Marigondon Rd,Temporarily closed,(032) 495 6822,,,
Guadalupe Elementary School,4.2,(14),Public school,1166 V Rama Ave,Temporarily closed,(032) 412 0575,,,
Pagsabungan Elementary School,2.0,(2),School,Z.Estreras,Temporarily closed,(032) 232 8440,https://www.facebook.com/pages/Pagsabungan-Elementary-School/416573625065073,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
Mainggit Elementary School,5.0,(2),Public school,,Temporarily closed,(032) 345 3970,,,
San Nicolas Elementary School,4.4,(5),Elementary school,Carlock St,Temporarily closed,(032) 418 5172,,,
San Isidro Parish School,2.5,(2),High school,,Temporarily closed,(032) 328 7274,,,
Mandaue SPED Center High School,5.0,(1),High school,"Catalino Ll, Ouano Avenue",Temporarily closed,(032) 236 5182,,,
Sinsin Elementary School,5.0,(1),Elementary school,"2152 Tabunok-Toledo Road, Sinsin",Temporarily closed,(032) 416 2385,,,
Holy Rosary School Of Pardo,3.4,(5),Primary school,Natalio G Bacalso Ave.,Temporarily closed,(032) 272 4104,http://hrsp.com.ph/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
SHS-AdC Early Education Building,3.3,(3),Preschool,H Abellana,Temporarily closed,(032) 345 4378,http://www.shs-adc.edu.ph/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
Sae Young Christian School,5.0,(4),School,,Temporarily closed,0932 879 9266,,,
Bankal National High School,4.3,(9),School,Proper,Temporarily closed,(032) 340 3009,https://www.facebook.com/BANKALANONS/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
"Friedrich Frobel Elementary School, Inc.",5.0,(1),Elementary school,358 V Rama Ave,Temporarily closed,(032) 266 0183,https://www.facebook.com/frobelschool,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
"Absadithe Montessori School, INC",5.0,(11),Elementary school,Fuentes Rd,Temporarily closed,(032) 401 0325,,,
Indiana School Of Hotel & Tourism,4.0,(12),School,Kagodoy Rd.,Temporarily closed,(032) 238 5128,http://www.iau.com.ph/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
Langtad Elementary School,4.4,(12),Elementary school,South National H-Way,Temporarily closed,0917 502 9578,https://www.facebook.com/pages/Langtad-Elementary-School/466102986740879,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
Labogon Elementary School,3.4,(10),Elementary school,Labogon Mandaue City Cebu,Temporarily closed,(032) 417 0081,,,
Pasil Night High School,4.3,(4),High school,,Temporarily closed,0997 603 0467,,,
Oprra Elementary School,3.4,(17),Elementary school,,Temporarily closed,0916 544 3104,,,
Consolacion Central Elementary School,4.3,(7),Elementary school,Poblacion Occidental,Temporarily closed,(032) 344 1508,,,
Mandaue City Comprehensive National High School,4.5,(11),High school,Jose L.Briones,Temporarily closed,(032) 420 2774,https://www.facebook.com/MCCNHS/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
Lahug Elementary School,4.6,(5),Elementary school,Gorordo Ave,Temporarily closed,(032) 412 0575,,,
Tisa National High School (Day & Night),5.0,(1),School,Francisco Llamas St,Temporarily closed,(032) 414 4213,,,
Punta Engaño Elementary and High School,5.0,(2),Primary school,Punta Engaño Rd,Temporarily closed,(032) 493 8401,,,
Cansojong National High School,4.0,(7),School,Labuca,Temporarily closed,(032) 418 5172,https://www.facebook.com/pages/Cebu-Institute-of-Technology/112005865482936?sk=wall&rf=115102011834753,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
The Sisters of Mary School Girlstown Complex,4.9,(28),Higher secondary school,"J.P. Rizal St., Talisay City, Cebu",Temporarily closed,(032) 272 3828,http://thesistersofmaryschools.edu.ph/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
Minglanilla Science High School,5.0,(1),High school,Poblacion Ward 1,Temporarily closed,(032) 236 5182,,,
Holy Infant School,3.8,(4),Preschool,"Daisy St., Bankal Road, Camella Homes, Lapu-Lapu City 6015",Temporarily closed,(032) 505 0746,,,
Ibo Elementary School,4.8,(4),Elementary school,M.L. Quezon National Highway,Temporarily closed,(032) 272 4104,,,
Science and Technology Building,3.3,(3),School,Natalio B. Bacalso Ave,Temporarily closed,(032) 345 4378,http://cit.edu/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
Pamutan Integrated School,5.0,(4),Public school,E Capitol Rd,Temporarily closed,0906 266 4787,,,
The Sisters of Mary Boystown Complex,4.9,(40),Boarding school,Tungkop Rd,Temporarily closed,(032) 514 2697,http://www.thesistersofmaryschools.edu.ph/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
Mactan National High School,5.0,(1),High school,Mactan,Temporarily closed,(032) 266 0183,,,
Don Gerardo Ouano Memorial National High School,4.2,(11),High school,826 G Ouano St,Temporarily closed,(032) 344 4810,,,
Lahug Elementary School,4.0,(1),Elementary school,Lahug Cebu City Cebu,Temporarily closed,(032) 414 7164,,,
Vito Elementary School,3.5,(4),Elementary school,Vito,Temporarily closed,0917 502 9578,,,
Maria Montessori International School - Talamban Campus,5.0,(25),School,"Purok 5, Brgy.Talamban, Kauswagan Road",Temporarily closed,(032) 343 9323,http://www.mmis.edu.ph/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
HIS Holy Infant School Montessori,4.0,(3),School,Bankal Road,Temporarily closed,(032) 505 0746,,,
Tapul Elementary School,3.0,(2),Public school,Purok 3,Temporarily closed,(032) 583 4873,,,
Paknaan Elementary School,5.0,(3),Elementary school,S.E Jayme Street,Temporarily closed,(032) 505 8659,,,
Tejero Night High School,4.5,(11),High school,Villagonzalo St,Temporarily closed,(032) 416 6228,,,
Lagtang SDA Elementary School,2.0,(1),Elementary school,"089 Rafael Rabaya Road, Lagtang, Talisay City, 6045, Cebu",Temporarily closed,(032) 238 4774,,,
Absadithe Montessori School,5.0,(1),School,Barangay Hall Rd,Temporarily closed,(032) 414 4213,,,
Buyong Elementary School,5.0,(3),Elementary school,Buyong Rd,Temporarily closed,(032) 493 8401,http://www.facebook.com/pages/Buyong-Elementary-School/158955130785904,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
Calidngan Elementary School,5.0,(1),Elementary school,,Temporarily closed,(032) 418 5172,,,
Biasong Elementary School,4.5,(2),Elementary school,Paseo Macario,Temporarily closed,(032) 272 3828,,,
Barrio Luz National High School,3.3,(7),Public school,481 Archbishop Reyes Ave,Temporarily closed,0917 630 3351,http://www.barrioluznationalhighschoolgrade7-shortexamination.yolasite.com/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
Lourdes Kindergarten School,3.8,(4),Kindergarten,"F. Llamas Street, Punta Princesa, Cebu City, Cebu",Temporarily closed,(032) 261 5344,,,
Opao Elementary School,4.8,(4),Public school,R.A Ouano. St,Temporarily closed,(032) 349 2004,,,
Banawa Elementary School,4.0,(1),Public school,Forest Hills Rd,Temporarily closed,(032) 345 4378,https://www.facebook.com/Banawa-Elementary-School-484324388315490/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
Kalawisan Elementary School,4.0,(4),Elementary school,Kalawisan Rd,Temporarily closed,0906 266 4787,,,
Ramon Duterte Memorial National High School,4.9,(40),High school,372 V. Rama Avenue,Temporarily closed,(032) 416 8982,,,
Bethany Christian School,4.4,(14),School,Guadalajara,Temporarily closed,(032) 262 0140,http://www.everythingcebu.com/lifestyle/public-services/schools/bethany-christian-school/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
Talamban National High School,4.0,(11),High school,Gov. M. Cuenco Ave,Temporarily closed,(032) 345 0719,,,
Aparche Christian School,5.0,(1),Kindergarten,V&G Subdivision,Temporarily closed,(032) 511 3911,,,
Jaclupan National High School,4.2,(12),School,,Temporarily closed,0917 502 9578,,,
Don Vicente Rama Memorial National High School,4.2,(14),High school,Macopa St,Temporarily closed,(032) 266 1549,,,
Sapangdaku Elementary School,1.0,(1),Public school,Sapangdaku,Temporarily closed,0928 813 5301,,,
Danglag Elementary School,4.0,(4),Elementary school,Unnamed Rd,Temporarily closed,0905 320 7524,,,
Mohon Elementary School,5.0,(5),Public school,Castor Belleza St,Temporarily closed,(032) 505 8659,https://www.facebook.com/Mohon-Elementary-School-167818679952981/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
Pinamungajan National High School,4.0,(9),High school,"Pandacan, Pinamungahan, Cebu",Temporarily closed,(032) 468 5634,,,
Babag 2 Elementary School,5.0,(3),Elementary school,,Temporarily closed,(032) 238 4774,,,
Tabunok Central Elementary School,4.3,(7),Elementary school,San Isidro Road,Temporarily closed,(032) 272 4159,,,
Catarman Elementary School,5.0,(3),Elementary school,Felimon Nuñez Street,Temporarily closed,(032) 493 8401,,,
St. Alphonsus Catholic School,4.4,(5),Elementary school,G.Y. Dela Serna St,Temporarily closed,(032) 418 5172,https://www.facebook.com/Saint-Alphonsus-Catholic-School-SACS-127578727327172/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
San Narciso Grade School,5.0,(1),Private school,,Temporarily closed,(032) 272 3828,,,
Gun-ob Elementary School,4.0,(3),Elementary school,B. Benedicto St.,Temporarily closed,0917 630 3351,,,
Dominican School Cebu,5.0,(3),Private school,San Miguel Compound,Temporarily closed,(032) 564 3978,http://dominicanschool-cebu.yolasite.com/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
SMEAG 3rd Campus | CAPITAL,4.7,(70),School,Emilio Osmeña St,Temporarily closed,(032) 520 9208,http://www.smenglish.com/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
Pandongbato Elementary School,4.0,(3),Elementary school,1186 Laguna Rd,Temporarily closed,(032) 345 4378,,,
Napo Elementary School,3.0,(2),Elementary school,"Napo, Purok 4",Temporarily closed,(032) 416 5397,,,
Pusok Elementary School,3.9,(7),Elementary school,124 Quezon National Hwy,Temporarily closed,(032) 340 1187,,,
Sudlon Elementary School,4.4,(14),Elementary school,Sudlon II,Temporarily closed,(032) 262 0140,,,
FBC Christian School,4.0,(4),Religious school,J. Alcantara St,Temporarily closed,(032) 416 5170,,,
Lutac Elementary School,5.0,(1),Public school,Lutac,Temporarily closed,(032) 489 8008,,,
Bulacao Elementary School,3.8,(5),Elementary school,,Temporarily closed,(032) 417 9013,,,
Canduman National High School,3.8,(13),High school,,Temporarily closed,(032) 266 1549,,,
Pardo Extension Elementary School,3.3,(3),Elementary school,A. Gabuya St,Temporarily closed,0928 813 5301,,,
Cabancalan National High School,4.7,(7),High school,,Temporarily closed,(032) 346 4380,,,
Cansaga Elementary School,5.0,(1),Elementary school,,Temporarily closed,(032) 505 8659,,,
Day-as Elementary School,1.0,(1),Elementary school,104 Mateo Maquilang Street,Temporarily closed,(032) 468 5634,,,
Basak Community Elementary School,5.0,(3),Elementary school,Basak San Nicolas Cebu City Cebu,Temporarily closed,(032) 418 9168,,,
Buaya Elementary School,5.0,(1),Elementary school,Buaya,Temporarily closed,(032) 272 4159,,,
Three H Redwood Academy,4.4,(7),Private school,Guadalupe Osmeña St,Temporarily closed,(032) 516 8125,,,
Lipata National High School (SPED Center),4.5,(2),School,Natalio B. Bacalso S National Hwy,Temporarily closed,(032) 267 4472,,,
Maghaway Elementary School,4.5,(8),School,Maghaway Road,Temporarily closed,(032) 272 3828,,,
Bonbon Elementary School,4.2,(5),Elementary school,Bonbon,Temporarily closed,0917 630 3351,,,
Jugan National High School,5.0,(3),High school,Upper Jugan,Temporarily closed,(032) 239 8596,,,
Tolotolo National High School,3.6,(8),High school,,Temporarily closed,(032) 520 9208,,,
Banilad Night High School,5.0,(3),High school,Gov. M. Cuenco Ave,Temporarily closed,(032) 345 4378,,,
Lawaan National High School,5.0,(3),High school,Lawaan I,Temporarily closed,(032) 491 4415,https://www.edukasyon.ph/schools/lawaan-national-high-school-talisay,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
"Sacred Heart School of the Society of Jesus, Gen. Maxilom Ave. Campus",4.5,(4),School,General Maxilom Ave,Temporarily closed,(032) 233 4911,,,
Maghaway Elementary School,4.5,(2),Elementary school,Maghaway Talisay City Cebu,Temporarily closed,(032) 462 1131,,,
M. Zed Christian School,4.0,(4),School,"Banawa Horseshoe Hills,",Temporarily closed,(032) 416 0476,http://www.mzedchristianschool.com/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
Brentwood Dexans School,5.0,(2),Private school,Canjulao 2nd,Temporarily closed,0927 917 2228,https://www.facebook.com/BrentwoodDexans,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
Lamac Elementary School,5.0,(2),Primary school,Lamac,Temporarily closed,(032) 417 9013,,,
Indiana Aerospace University,4.2,(18),School,"Magellan Business Park, Kagudoy Rd., Basak, Lapu-Lapu City, 6015, Cebu",Temporarily closed,(032) 340 0771,http://iau.com.ph/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
San Roque Child Development School Montessori,5.0,(2),Montessori school,C Central Nautical Hwy,Temporarily closed,(032) 512 1148,http://www.srcds.edu.ph/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
Agus Elementary School,3.0,(1),Elementary school,Agus,Temporarily closed,(032) 346 4380,,,
Benthel Asia School of Technology,1.0,(2),School,"Mahayahay, Barangay Gabi, M.L. Quezon National Highway",Temporarily closed,(032) 236 1180,,,
Bato National High School,5.0,(1),High school,Toledo - Pinamungahan - Aloguinsan - Mantalongon Rd,Temporarily closed,(032) 468 5634,,,
Bankal Elementary School,3.3,(3),Elementary school,"1339 Punta Rizal Street, Bankal",Temporarily closed,(032) 493 2015,,,
Pit-os National High School,5.0,(7),High school,Pit-os Cebu City,Temporarily closed,(032) 513 0525,,,
Child Development Center -Cebu,4.4,(7),School,168 Pres. Magsaysay St,Temporarily closed,(032) 233 2555,http://www.cie.edu/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
Carreta Elementary School,3.0,(3),Elementary school,"M. J. Cuenco Ave., Carreta, Cebu City, 6000, Cebu",Temporarily closed,(032) 415 7757,http://www.depedcebucity.com/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
Danao City Central Elementary School,4.5,(8),Elementary school,Poblacion Danao City Cebu,Temporarily closed,(032) 491 3135,,,
Pitalo Elementary School,4.7,(3),Elementary school,Pitalo,Temporarily closed,0917 630 3351,,,
Tabok National High School,4.5,(2),High school,,Temporarily closed,(032) 268 4127,,,
YLAC Free School,5.0,(3),School,F. Urdaneta St,Temporarily closed,(032) 255 2977,,,
Banawa Elementary School,3.4,(9),Elementary school,Guadalupe Cebu City Cebu,Temporarily closed,(032) 416 1125,,,
Pitalo Elementary School,4.7,(3),Elementary school,Pitalo,Temporarily closed,(032) 491 4415,,,
Tabok National High School,4.5,(2),High school,,Temporarily closed,(032) 268 4127,,,
YLAC Free School,5.0,(3),School,F. Urdaneta St,Temporarily closed,(032) 255 2977,,,
Banawa Elementary School,3.4,(9),Elementary school,Guadalupe Cebu City Cebu,Temporarily closed,(032) 416 1125,,,
Quiot National High School,4.7,(3),High school,,Temporarily closed,0927 917 2228,http://fb.com/quiothighschool,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
Sacred Heart School - Jesuits,4.4,(7),School,H. Abellana St,Temporarily closed,(032) 417 9013,http://www.shs-adc.edu.ph/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
Minglanilla Gullas High School,5.0,(1),High school,Minglanilla,Temporarily closed,(032) 272 3249,,,
Mandaue City Science High School,4.0,(5),High school,,Temporarily closed,(032) 512 1148,,,
Pagsabungan National High School,5.0,(1),High school,Z.Estreras,Temporarily closed,(032) 422 9634,http://www.facebook.com/PagHigh,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
Minglanilla Science High School,5.0,(1),High school,Poblacion Ward 1,Temporarily closed,(032) 236 1180,,,
Upper Tunghaan Elementary School,1.0,(1),Elementary school,"2152 Abuno Street, Tunghaan, Minglanilla",Temporarily closed,0918 240 1582,,,
Panoypoy Elementary School,5.0,(2),Elementary school,,Temporarily closed,(032) 493 2015,,,
Divine Angels Learning School,5.0,(7),Private school,M. J. Cuenco Ave,Temporarily closed,(032) 266 9546,https://www.facebook.com/pages/Divine-Angels-Learning-Development-School-Inc/146745032170053,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
"Don Calixto C. Yongco, Sr. Elementary School",5.0,(3),Elementary school,"18 Paseo Toby Ronald Street, Tawason",Temporarily closed,(032) 346 5320,,,
Quiot Pardo Elementary School,5.0,(5),Elementary school,,Temporarily closed,(032) 417 9092,,,
Cabancalan 2 Elementary School,5.0,(3),School,,Temporarily closed,(032) 491 3135,,,
"Zacharyville of Divine Mercy School, INC",5.0,(2),School,,Temporarily closed,(032) 493 4064,https://www.facebook.com/Zacharyville-of-Divine-Mercy-School-Inc-774618802655175/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
Borromeo Brothers Elementary School,3.0,(2),Elementary school,V.H.Garces,Temporarily closed,(032) 272 7606,,,
Kids Daycare and after School Center,5.0,(3),Preschool,,Temporarily closed,(032) 261 9564,,,
Jubay Elementary School,3.4,(9),Public school,"4438 Central Nautical Highway, Jubay, Liloan",Temporarily closed,(032) 406 5337,,,
"Matilda L. Bradford Christian School, Inc",3.5,(6),School,85 Osmeña Blvd,Temporarily closed,(032) 253 6381,,,
Dalaguete National High School,4.5,(2),High school,Poblacion Dalaguete Cebu,Temporarily closed,(032) 484 8058,,,
Gun-Ob National High School,2.8,(4),High school,"Looc Basak Road , Basak , 6015 Lapu-Lapu City , Cebu",Temporarily closed,(032) 340 4503,,,
Jaclupan National High School,4.2,(12),School,,Temporarily closed,(032) 416 1125,,,
Sta. Rosa Elementary School,4.3,(4),Elementary school,,Temporarily closed,0927 917 2228,,,
The Abba’s Orchard School Cebu,4.4,(7),School,32 Pres. Magsaysay St,Temporarily closed,0917 502 9578,http://www.theabbasorchard.com/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
Apid Elementary School,3.3,(3),Elementary school,Cantabaco,Temporarily closed,(032) 272 3249,,,
SSI,5.0,(3),School,"Shangs Island Town Center, Datag",Temporarily closed,(032) 512 1148,https://www.divessi.com/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
