web-scraper-order,web-scraper-start-url,info,info-href,name,address,contact,contactother,fax,website,rate,reviews,reviewer_name,reviewer_date,reviewer_rate,reviewer_text,title_description,pages,pages-href
"1593600819-162","https://www.businesslist.ph/philippines-business-search/what:hotel/where:Cebu","Golden Peak Hotel and Suites","https://www.businesslist.ph/company/85382/golden-peak-hotel-and-suites","Golden Peak Hotel and Suites","Gorordo Avenue corner Escario Street Kamputhaw Lahug, 6000, Cebu
View Map","(63 32) 233 9770
(63 32) 233 8111","(63 32) 231 5611","goldenpeakhotel-cebucity.com","goldenpeakhotel-cebucity.com","null","null","[]","[]","[]","[]","The Golden Peak Hotel and Suites is located at the heart of Cebu's business and commercial district. It's only a stroll away from shopping malls, and a 30-minute drive from Mactan International Airport.","2","https://www.businesslist.ph/philippines-business-search/2"
"1593600894-183","https://www.businesslist.ph/philippines-business-search/what:hotel/where:Cebu","Amara","https://www.businesslist.ph/company/85850/amara","Amara","7/F, Cebu Holdings Center, Cardinal Rosales Avenue, Cebu Business Park, 6000, Cebu
View Map","63 32 231 5301","63 32 231 5300","www.amara.com.ph","www.amara.com.ph","null","null","[]","[]","[]","[]","Derived from the Spanish word that means mooring rope used to anchor ships at port, Amara connotes home where a family will find safe harbor.To Cebuanos, Amara is the one seaside haven where you can rejuvenate your spirit and the ties that bind your family, where life is renewed by the sea, the surrounding natural environs and a 100-year old lighthouse that beams a guiding light faithfully every night.","",""
"1593600713-137","https://www.businesslist.ph/philippines-business-search/what:hotel/where:Cebu","The Golden Peak Hotel & Suites","https://www.businesslist.ph/company/130242/the-golden-peak-hotelsuites","The Golden Peak Hotel & Suites","Gorordo Avenue corner Escario Street, Cebu City, Cebu, Philippines","(032) 233-8111","null","null","null","null","null","[]","[]","[]","[]","Hotels","19","https://www.businesslist.ph/philippines-business-search/19"
"1593600703-134","https://www.businesslist.ph/philippines-business-search/what:hotel/where:Cebu","Vacation Hotel Cebu","https://www.businesslist.ph/company/130315/vacation-hotel-cebu","Vacation Hotel Cebu","Juana Osmena Street, Cebu City, Cebu, Philippines","(032) 253-7554","null","null","null","null","null","[]","[]","[]","[]","Hotels","19","https://www.businesslist.ph/philippines-business-search/19"
"1593600883-180","https://www.businesslist.ph/philippines-business-search/what:hotel/where:Cebu","Badian Island Resort and Spa Cebu","https://www.businesslist.ph/company/85828/badian-island-resort-and-spa-cebu","Badian Island Resort and Spa Cebu","Badian Island, 6031, Cebu
View Map","63 32 475 1102
63 32 475 1102","63 32 475 1101","www.badianhotel.com","www.badianhotel.com","null","null","[]","[]","[]","[]","The natural beauty of the island - with its picturesque location just off the Southwest Coast of Cebu - warmly embraces its visitors on their arrival. Here, the resort’s lush palms speckle the private sandy beach that slowly slips into the azure lagoon. A white tongue of sand whisks you out into an inspiring world between heaven and ocean. Fishing outriggers slip silently past the enchanting silhouette of the Mountains of Cebu, an atmosphere worth more than ten thousand words. And the evenings ...","",""
"1593600918-191","https://www.businesslist.ph/philippines-business-search/what:hotel/where:Cebu","KR Travel And Tours","https://www.businesslist.ph/company/148560/kr-travel-and-tours","KR Travel And Tours",", 6000, Cebu City, Cebu, Philippines
View Map","Globe : 63 9272295081
Smart: 63 9189514952
Sun: 63 9237184402","Globe : 63 9272295081
Smart: 63 9189514952
Sun: 63 9237184402","www.cebutourguide.com","www.cebutourguide.com","null","2 Reviews","[{""reviewer_name"":""Lepeka""},{""reviewer_name"":""Satisfied Client""}]","[{""reviewer_date"":""24 Feb, 2015""},{""reviewer_date"":""10 May, 2012""}]","[{""reviewer_rate"":""1.0""},{""reviewer_rate"":""4.7""}]","[{""reviewer_text"":""Me and my husband booked the submarine+cebu city tour last minute with KR travels in Cebu. The total charge for the two of us was ~15000 pesos. This included an aircon vehichle, a tour guide, entrance fee and lunch for both of us. We were under the impression that the submarine ride is the one that's increasing the price by so much( a city tour would have costed us ~3000 pesos) but upon our arrival we found that the submarine was actually costing 5000 pesos for two people only.The guide seemed to be uninformed of the places and failed to tell us the clear history of each monument. The city visit sites are all extremely close to each other and it absolutely did not make sense to us to pay so much for the tour, but we had already succumbed to the trap. Also at the start of the tour, we informed the guide that we are both vegetarians so our lunch should be vegetarian. But he took us to a seafood restaurant and then insisted that this is what we have. Then when we called the tour organizer she said that since we had not informed her about our vegetarian choice, we wont' be getting anything. After haggling so much we finally asked her to refund the money for lunch(initally she said 500 pesos for two which is extremely low, but finally we got her to agree to 1000 pesos for two ppl). Overall as tourists we feel cheated and mistreated. Highly disappointed. our overall philippines tour was excellent but i regret hiring them for our tour.""},{""reviewer_text"":""Dear KR Travel and Tours.and Employees,\n\n\n\nBeth and I would like to complement everyone on the splendid job you all did in organizing and running the tour we had the privilege in taking. It would be unfair to single out anyone in particular because everyone carried out their duties to a “five star” level. I cannot express to you how delighted we were in the tour itself and the organization behind it. To say it went off like clockwork would be an understatement. We have already recommended KR Travel and Tours to some off our friends and will continue to recommend the use of KR to anyone we know who may wish to visit the Philippines, and we will certainly use KR again in the future.Please feel free to use or quote us in any advertising or promotional way in order to enhance KR Travel and Tours.\n\n\n\nOnce again many thanks for a fantastic time.\n\n\n\nS & B Carr\n\nSydney Australia""}]","Available Package Tours & Private Tours Everyday at:

KR Travel & Tours

Office: 63 32 2397571

Globe: 63 927 2295081

Smart: 63 9189514952

Sun: 63 923 7184402

http://www.tourism-cebu.com 

http://www.cebutourguide.com 







CEBU PROMO SPECIAL PACKAGE 

http://www.cebutourguide.com/package_tours.htm 



1 Night / 2 Days CEBU PROMO SPECIAL PACKAGE

http://www.cebutourguide.com/Special_Features/Hotel_Package_Tours/Cebu_1_night_2days.htm



2 Nights / 3 Days CEBU PROMO SPECIAL PACKAGE

http://www.cebutourguide.com/Special_Features/Hotel_Package_Tours/Cebu_2_nights_3days.htm 



3 Nights / 4 Days CEBU PROMO SPECIAL PACKAGE

http://www.cebutourguide.com/Special_Features/Hotel_Package_Tours/Cebu_3_nights_4days.htm 



4 Nights / 5 Days CEBU PROMO SPECIAL PACKAGE

http://www.cebutourguide.com/Special_Features/Hotel_Package_Tours/Cebu_4_nights_5days.htm 



5 Nights / 6 Days CEBU PROMO SPECIAL PACKAGE

http://www.cebutourguide.com/Special_Features/Hotel_Package_Tours/Cebu_5_nights_6days.htm 





CEBU – BOHOL PROMO SPECIAL PACKAGE



2 Nights / 3 Days CEBU – BOHOL PROMO SPECIAL PACKAGE

http://www.cebutourguide.com/Special_Features/Hotel_Package_Tours/Cebu_Bohol_2_nights_3days.htm 



3 Nights / 4 Days CEBU – BOHOL PROMO SPECIAL PACKAGE

http://www.cebutourguide.com/Special_Features/Hotel_Package_Tours/Cebu_Bohol_3_nights_4days.htm 



4 Nights / 5 Days CEBU – BOHOL PROMO SPECIAL PACKAGE

http://www.cebutourguide.com/Special_Features/Hotel_Package_Tours/Cebu_Bohol_4_nights_5days.htm 



5 Nights / 6 Days CEBU – BOHOL PROMO SPECIAL PACKAGE

http://www.cebutourguide.com/Special_Features/Hotel_Package_Tours/Cebu_Bohol_5_nights_6days.htm 



6 Nights / 7 Days CEBU – BOHOL PROMO SPECIAL PACKAGE

http://www.cebutourguide.com/Special_Features/Hotel_Package_Tours/Cebu_Bohol_6_nights_7days.htm 





CEBU – BOHOL - CEBU PROMO SPECIAL PACKAGE



3 Nights / 4 Days CEBU – BOHOL - CEBU PROMO SPECIAL PACKAGE

http://www.cebutourguide.com/Special_Features/Hotel_Package_Tours/Cebu_Bohol_Cebu_3_nights_4days.htm 



4 Nights / 5 Days CEBU – BOHOL - CEBU PROMO SPECIAL PACKAGE

http://www.cebutourguide.com/Special_Features/Hotel_Package_Tours/Cebu_Bohol_Cebu_4_nights_5days.htm 



5 Nights / 6 Days CEBU – BOHOL - CEBU PROMO SPECIAL PACKAGE

http://www.cebutourguide.com/Special_Features/Hotel_Package_Tours/Cebu_Bohol_Cebu_5_nights_6days.htm 



6 Nights / 7 Days CEBU – BOHOL - CEBU PROMO SPECIAL PACKAGE

http://www.cebutourguide.com/Special_Features/Hotel_Package_Tours/Cebu_Bohol_Cebu_6_nights_7days.htm 



7 Nights / 8 Days CEBU – BOHOL - CEBU PROMO SPECIAL PACKAGE

http://www.cebutourguide.com/Special_Features/Hotel_Package_Tours/Cebu_Bohol_Cebu_7_nights_8days.htm 





KR Travel & Tours is a full tour operator company that specializes in Cebu Day Tours including Bohol Tour Activities, Island Adventures and Hotel Booking Services with professional service and consultation.





------------------------------------------------------------



http://www.cebutourguide.com 

CEBU Tour Activities - Things To Discover & Explore in Cebu



CODE	TOUR ACTIVITY



KR 01	Amazing Philippine Show Only

http://www.cebutourguide.com/Tours/HTML/amazingphilippineshow.htm 



KR 02	Amazing Philippine Show with Dinner

http://www.cebutourguide.com/Tours/HTML/amazingphilippineshow_dinner.htm 



KR 03	Aqua Marine Pack 

http://www.cebutourguide.com/Tours/HTML/aquapack.htm 



KR 04	Aqua Marine Pack + Facial

http://www.cebutourguide.com/Tours/HTML/aquafacial.htm 



KR 05	Beach Tour with Lunch

http://www.cebutourguide.com/Tours/HTML/beach_tour.htm 



KR 06	Beach Tour + Cebu City Tour

http://www.cebutourguide.com/Tours/HTML/beach_tour_cebucitytour.htm 



KR 07	Beach Tour + Cebu City Tour with Dinner

http://www.cebutourguide.com/Tours/HTML/beach_cebucitytour_lunch.htm 



KR 08	Beach Tour + Cebu City Tour with Tops Tour & Dinner

http://www.cebutourguide.com/Tours/HTML/beach_tour_cebucitypanoramic_dinner.htm 



KR 09	Beach Tour + Twin City with Dinner 

http://www.cebutourguide.com/Tours/HTML/beach_tour_twincitytour.htm 



KR 10	Beach Tour + Twin City + Cultural Show with Dinner

http://www.cebutourguide.com/Tours/HTML/beach_tour_mactan_island_tour_dinner_show.htm 



KR 11	Beach Tour + Cultural Show with Dinner

http://www.cebutourguide.com/Tours/HTML/beach_tour_cultural_show_only.htm 



KR 12	Beach Tour + Shopping with Dinner + Casino

http://www.cebutourguide.com/Tours/HTML/beach_tour_shopping_dinner.htm 



KR 13	Beach Tour + Cebu Tops Tour with Dinner

http://www.cebutourguide.com/Tours/HTML/beach_tour_panoramictour_dinner.htm 



KR 14	Bohol Day Tour - From Cebu 

http://www.cebutourguide.com/Tours/HTML/boholtour.htm 



KR 15	Bohol Day Tour + Philippine Cultural Show with Dinner

http://www.cebutourguide.com/Tours/HTML/boholtour_dinner.htm 



KR 16	Cebu City Tour Only

http://www.cebutourguide.com/Tours/HTML/cebucitytour.htm 



KR 17	Cebu City Tour with Lunch

http://www.cebutourguide.com/Tours/HTML/cebucitytour_lunch.htm 



KR 18	Cebu City Tour + Cebu Tops Tour

http://www.cebutourguide.com/Tours/HTML/cebucitypanoramic.htm 



KR 19	Cebu City Tour + Cebu Tops Tour with Dinner

http://www.cebutourguide.com/Tours/HTML/cebucitypanoramic.htm 



KR 20	Cebu City Tour + Casino Tour with Dinner 

http://www.cebutourguide.com/Tours/HTML/cebucity_casino_dinner.htm 



KR 21	Cebu City Tour + Cebu Tops Tour with Dinner + Casino Tour

http://www.cebutourguide.com/Tours/HTML/cebucity_Tops_casino_dinner.htm 



KR 22	Cebu Countryside Tour with Lunch (North)

http://www.cebutourguide.com/Tours/HTML/cebucountrysidetour.htm 



KR 23	Cebu Countryside Tour with Lunch (South)

http://www.cebutourguide.com/Tours/HTML/cebucountrysidetoursouth.htm 



KR 24	Cebu Countryside Tour (North and South) 

http://www.cebutourguide.com/Tours/HTML/cebucountrysidetoursouthnorth.htm 



KR 25	Cebu Tops Tour Only

http://www.cebutourguide.com/Tours/HTML/panoramictour.htm 



KR 26	Cebu Tops Tour with Dinner

http://www.cebutourguide.com/Tours/HTML/panoramictour_dinner.htm 



KR 27	Cebu Tops Tour with Dinner + Casino Tour

http://www.cebutourguide.com/Tours/HTML/casino_panoramic.htm 



KR 28	Cultural Show with Dinner

http://www.cebutourguide.com/Tours/HTML/cultural_show_only.htm 



KR 29	Fishing Adventure Only

http://www.cebutourguide.com/Tours/HTML/fishingadventure.htm 



KR 30	Fishing Adventure + Island Picnic 

http://www.cebutourguide.com/Tours/HTML/fishing_picnic.htm 



KR 31	Fishing Adventure + Island Picnic + Cultural Show Dinner

http://www.cebutourguide.com/Tours/HTML/fishing_picnic_show.htm 



KR 32	Glass Bottom Boat Only

http://www.cebutourguide.com/Tours/HTML/glassbottom.htm 



KR 33	Glass Bottom Boat + Parasailing

http://www.cebutourguide.com/Tours/HTML/glassbottom_parasail.htm 



KR 34	Glass Bottom Boat + Parasailing + Jetski

http://www.cebutourguide.com/Tours/HTML/glassbottom_parasail_jetski.htm 



KR 35	Golf Tour Only

http://www.cebutourguide.com/Tours/HTML/golf_tour_only.htm 



KR 36	Golf Tour with Lunch + Shopping

http://www.cebutourguide.com/Tours/HTML/golf_shopping.htm 



KR 37	Golf Tour + Cebu City Tour 

http://www.cebutourguide.com/Tours/HTML/golf_city_tour.htm 



KR 38	Golf Tour + Cebu City Tour + Panoramic Tour

http://www.cebutourguide.com/Tours/HTML/golf_city_panoramic.htm 



KR 39	Golf Tour + Cebu City Tour + Tops + Casino Tour

http://www.cebutourguide.com/Tours/HTML/golf_city_panoramic_casino.htm 



KR 40	Island Hopping/Picnic 

http://www.cebutourguide.com/Tours/HTML/islandpicnic.htm 



KR 41	Island Hopping/Picnic + 1 Dive 

http://www.cebutourguide.com/Tours/HTML/islandpicnic_diving_Tour.htm 



KR 42	Island Hopping/Picnic + 2 Dives

http://www.cebutourguide.com/Tours/HTML/islandpicnic_diving_Tour_1.htm 



KR 43	Island Hopping/Picnic + Mactan Tour

http://www.cebutourguide.com/Tours/HTML/islandpicnic_Mactan_Tour.htm 



KR 44	Island Hopping/Picnic + Twin City Tour 

http://www.cebutourguide.com/Tours/HTML/islandpicnic_Twin_City_Tour.htm 



KR 45	Island Hopping/Picnic + Island Sunset Cruise 

http://www.cebutourguide.com/Tours/HTML/islandpicnic_sunset%20cruising_Tour.htm 



KR 46	Island Hopping/Picnic + Sunset Crusing + Show & Dinner

http://www.cebutourguide.com/Tours/HTML/islandpicnic_sunset%20cruise_dinner_show_Tour.htm 



KR 47	Island Hopping/Picnic + Seawalker 

http://www.cebutourguide.com/Tours/HTML/islandseawalker.htm 



KR 48	Island Hopping/Picnic + Banana Boat

http://www.cebutourguide.com/Tours/HTML/islandbananaboat.htm 



KR 49	Island Hopping/Picnic + Seawalker + Banana Boat

http://www.cebutourguide.com/Tours/HTML/island_seawalker_bananaboat.htm 



KR 50	Island Hopping/Picnic + Seawalker + Banana Boat + Massage

http://www.cebutourguide.com/Tours/HTML/islandbananaboat.htm 



KR 51	Island Hopping/Picnic + Massage

http://www.cebutourguide.com/Tours/HTML/ipmassage.htm 



KR 52	Island Sunset Cruise

http://www.cebutourguide.com/Tours/HTML/islandsunsetcruise.htm 



KR 53	Island Sunset Cruise + Cultural Show with Dinner

http://www.cebutourguide.com/Tours/HTML/ipcruiseshow.htm 



KR 54	Kawasan Falls Adventure

http://www.cebutourguide.com/Tours/HTML/kawasanfalls.htm 



KR 55	Kawasan Falls + Cebu South Countryside Tour 

http://www.cebutourguide.com/Tours/HTML/kawasanfalls_south.htm 



KR 56	Kawasan Falls + Panoramic Tour with Dinner

http://www.cebutourguide.com/Tours/HTML/kawasanfalls_south_panoramic_dinner.htm 



KR 57	Kawasan Falls + Dinner with Casino Tour

http://www.cebutourguide.com/Tours/HTML/kawasanfalls_casino_dinner.htm 



KR 58	Mactan Island Tour Only

http://www.cebutourguide.com/Tours/HTML/mactanislandtour.htm 



KR 59	Mactan Island Tour with Lunch

http://www.cebutourguide.com/Tours/HTML/mactanislandtour_lunch.htm 



KR 60	Mactan Island Tour + Massage

http://www.cebutourguide.com/Tours/HTML/mactanislandtour_massage.htm 



KR 61	Mactan Island Tour+ Philippine Cultural Show & Dinner 

http://www.cebutourguide.com/Tours/HTML/mactanislandtour_show_dinner.htm 



KR 62	Mactan Island Tour + Target Shooting

http://www.cebutourguide.com/Tours/HTML/mactanislandtourtargetshooting.htm 



KR 63	Mactan Island Tour + Target Shooting + Cultural Show & Dinner

http://www.cebutourguide.com/Tours/HTML/mactanislandtourtargetshooting_show.htm 



KR 64	Marine Sports Activity

http://www.cebutourguide.com/Tours/HTML/marineactivity.htm 



KR 65	Marine Sports Activity + Massage

http://www.cebutourguide.com/Tours/HTML/marinearoma.htm 



KR 66	Massage Only

http://www.cebutourguide.com/Tours/HTML/massage_only.htm 



KR 67	Parasailing Only

http://www.cebutourguide.com/Tours/HTML/parasailing_only.htm 



KR 68	Parasailing + Jetski

http://www.cebutourguide.com/Tours/HTML/parasailing_jetski.htm 



KR 69	Parasailing + Jetski + Sanctuary Snorkeling

http://www.cebutourguide.com/Tours/HTML/parajet.htm 



KR 70	Parasailing + Jetski + Sanctuary Snorkeling + Island Picnic

http://www.cebutourguide.com/Tours/HTML/parajet_picnic.htm 



KR 71	Seawalker Only

http://www.cebutourguide.com/Tours/HTML/seawalker_only.htm 



KR 72	Seawalker + Parasailing

http://www.cebutourguide.com/Tours/HTML/seawalker_parasailing.htm 



KR 73	Seawalker + Parasailing + Jetski

http://www.cebutourguide.com/Tours/HTML/seawalker_parasail.htm 



KR 74	Seawalker + Parasailing + Jetski + Sanctuary Snorkeling 

http://www.cebutourguide.com/Tours/HTML/seawalker_parajet.htm 



KR 75	Seawalker + Parasailing + Jetski + Sanctuary Snorkeling + Picnic

http://www.cebutourguide.com/Tours/HTML/seawalker_parajet_picnic.htm 



KR 76	Sanctuary Snorkeling

http://www.cebutourguide.com/Tours/HTML/sanctuarysnorkeling.htm 



KR 77	Sanctuary Snorkeling + Island Picnic

http://www.cebutourguide.com/Tours/HTML/sanctuarysnorkeling_picnic.htm 



KR 78	Sanctuary Snorkeling + Massage

http://www.cebutourguide.com/Tours/HTML/sanctuarymassage.htm 



KR 79	Shopping Dinner + Casino Tour

http://www.cebutourguide.com/Tours/HTML/shopping_dinner.htm 



KR 80	Shopping + PanoramicTour with Dinner + Casino Tour 

http://www.cebutourguide.com/Tours/HTML/shopping_panoramic_dinner.htm 



KR 81	Shopping Dinner + Massage

http://www.cebutourguide.com/Tours/HTML/shopping_massage.htm 



KR 82	Target Shooting 

http://www.cebutourguide.com/Tours/HTML/targetshooting.htm 



KR 83	Target Shooting + Massage

http://www.cebutourguide.com/Tours/HTML/targetshootingroyalmassage.htm 



KR 84	Twin City Tour + Massage

http://www.cebutourguide.com/Tours/HTML/twincitytour_massage.htm 



KR 85	Twin City Tour + Target Shooting

http://www.cebutourguide.com/Tours/HTML/twincitytour_target_shooting.htm 



KR 86	Twin City Tour : Cebu City and Mactan Island 

http://www.cebutourguide.com/Tours/HTML/twincitytour.htm 



KR 87	Twin City Tour + Dinner with Casino Tour

http://www.cebutourguide.com/Tours/HTML/twincitytour_dinner_casino.htm 



KR 88	Twin City Tour + Cebu Tops Tour

http://www.cebutourguide.com/Tours/HTML/twincitytour_cebu_tops.htm 



KR 89	Twin City Tour + Cebu Tops Tour with Dinner

http://www.cebutourguide.com/Tours/HTML/twincitytour_cebu_tops_dinner.htm 



KR 90	Twin City Tour + Cultural Show with Dinner 

http://www.cebutourguide.com/Tours/HTML/twincitytour_dinner_show.htm 





KR Travel & Tours is a full tour operator company that specializes in Cebu Day Tours including Bohol Tour Activities, Island Adventures and Hotel Booking Services with professional service and consultation.



Available Package Tours & Private Tours Everyday at:

KR Travel & Tours

Globe: 63 927 2295081

Smart: 63 918 9514952

Sun: 63 923 7184402

http://www.tourism-cebu.com 

http://www.cebutourguide.com","",""
"1593600832-166","https://www.businesslist.ph/philippines-business-search/what:hotel/where:Cebu","Eddies Hotel","https://www.businesslist.ph/company/85533/eddies-hotel","Eddies Hotel","F. Manalo St., Cor. Queen's Road, 6000, Cebu City, Cebu, Philippines
View Map","(63 32) 254 8570
(63 32) 254 8577","(63 32) 254 8578","beverlyboutiquehotel.com","beverlyboutiquehotel.com","null","null","[]","[]","[]","[]","The Beverly Boutique Business Hotel, a quaint and classic family-managed hotel conveniently located in the middle of a modern metropolis. Formerly known as Eddie’s Hotel, The Beverly Boutique Business Hotel offers personalized service that gives you the feel of a home away from home.","2","https://www.businesslist.ph/philippines-business-search/2"
"1593600846-170","https://www.businesslist.ph/philippines-business-search/what:hotel/where:Cebu","Cebu City Marriott Hotel","https://www.businesslist.ph/company/125237/cebu-city-marriott-hotel","Cebu City Marriott Hotel","Cardinal Rosales Avenue, Cebu City, Cebu, Philippines
View Map","+63 32 415-6100
+63 32 415-6101","www.marriott.com/hotels/travel/cebph-cebu-city-marriott-hotel","Send Enquiry","www.marriott.com/hotels/travel/cebph-cebu-city-marriott-hotel","null","null","[]","[]","[]","[]","Cebu City Marriott Hotel offers luxurious amenities, great service and best location.","2","https://www.businesslist.ph/philippines-business-search/2"
"1593600775-151","https://www.businesslist.ph/philippines-business-search/what:hotel/where:Cebu","Parkside Alta Cebu Resort","https://www.businesslist.ph/company/139795/parkside-alta-cebu-resort","Parkside Alta Cebu Resort","Tugbungan, Pilipog, Cordova, 6017, Cebu
View Map","6332 496 7881","6332 496 7399","www.parksidehotels.com","www.parksidehotels.com","null","null","[]","[]","[]","[]","Located near the village of Pilipog, a happy and safe suburb of Cebu. The resort is a short 9 KM drive (We suggest you let us arrange transport from the airport before you arrive. The price is only 350 pesos (about $8 USD) which is usually cheaper than if you try to hire a taxi or car on your own. We also suggest you bring our phone number with you, incase you need to call us from the airport.) From Mactan International Airport and only 10KM from Cebu. The resort offers 24 hour professional security so that guests can enjoy absolute peace of mind, away from the cares of every day life, and let Parkside Alta Cebu resort become your sanctuary of rejuvenation.","3","https://www.businesslist.ph/philippines-business-search/3"
"1593600744-144","https://www.businesslist.ph/philippines-business-search/what:hotel/where:Cebu","Sarrosa International Hotel and Residencial Suites","https://www.businesslist.ph/company/85596/sarrosa-international-hotel-and-residencial-suites","Sarrosa International Hotel and Residencial Suites","F. Cabahug St. cor. Pres. Quirino Ayala Access Road, Mabolo, 6000, Cebu
View Map","63 32 232 5811
63 32 232 5818","63 32 232 5819","www.sarrosahotel.com","www.sarrosahotel.com","null","null","[]","[]","[]","[]","Sarrosa International Hotel and Residential Suites - Cebu, Philippines is the best hotel in Cebu. Hotel room rate are affortable and competitive. Book directly with Sarrosa International Hotel for discounts.","3","https://www.businesslist.ph/philippines-business-search/3"
"1593600909-188","https://www.businesslist.ph/philippines-business-search/what:hotel/where:Cebu","Copenhagen Residences","https://www.businesslist.ph/company/298297/copenhagen-residences","Copenhagen Residences","A.C. Cortes Avenue Mandaue City 6014, Cebu Phils., Mandaue, Cebu, Philippines
View Map","(63 32) 238 4639","09283115610","copenhagen.ph/","copenhagen.ph/","null","null","[]","[]","[]","[]","The Copenhagen Building in Cebu hosts Copenhagen Residences. The city’s best solution for affordable short term or long term accommodation needs. You can stay either in the new Copenhagen main Building with all hotel amenities or if you are travelling on a budget you can stay at Copenhagen East in close proximity to the main building.","",""
"1593600906-187","https://www.businesslist.ph/philippines-business-search/what:hotel/where:Cebu","Goldberry Suites and Hotel","https://www.businesslist.ph/company/297749/goldberry-suites-and-hotel","Goldberry Suites and Hotel","M.L Quezon National Highway Pusok, Lapu-Lapu City, Lapu-Lapu City, Cebu, Philippines
View Map","(032) 239-0000","0917-6550639","(032) 239-0619","www.goldberrysuites.com","null","null","[]","[]","[]","[]","Goldberry Suites and Hotel is an affordable yet luxurious business hotel that provides comfort and exceptional facilities and services. It offers forty-five (45) fully furnished room all equipped with conveniences that season travelers delight in.","",""
"1593600755-147","https://www.businesslist.ph/philippines-business-search/what:hotel/where:Cebu","Rajah Park Hotel","https://www.businesslist.ph/company/138804/rajah-park-hotel","Rajah Park Hotel","Fuente Osmeña, 6000, Cebu City, Cebu, Philippines
View Map","(6332) 412 3337
(6332) 253 1812","(6332) 412 4899","rajahparkhotel.com","rajahparkhotel.com","null","null","[]","[]","[]","[]","The Rajah Park Hotel is located in Cebu making it one of the best hotels to stay at while in town.All 87 guestrooms at the hotel provide all the comforts and conveniences guests would expect in a hotel in this class.Each guestroom features amenities such as non smoking rooms, air conditioning, desk, television, shower.Hotel facilities offered at this Cebu accommodation include 24hr room service, casino, executive floor, elevator, coffee shop, bar/pub.In addition, the hotel's guests can enjoy the leisure and sports facilities provided on the premises: massage, spa.This hotel is characterized by a combination of modern comfort and traditional element of Cebu, making it a distinct accommodation. To make your reservation at the Rajah Park Hotel via our secure online booking form, please submit your visit dates.","3","https://www.businesslist.ph/philippines-business-search/3"
"1593600721-138","https://www.businesslist.ph/philippines-business-search/what:hotel/where:Cebu","Vista Mar Beach Resort & Country Club","https://www.businesslist.ph/company/85812/vista-mar-beach-resortcountry-club","Vista Mar Beach Resort & Country Club","Mactan Dap Dap, Lapu Lapu City, Philippines‎, 6015, Cebu
View Map","(63 32) 236 0194","(63 32) 493 7770","www.mactanvistamarbeachresort.com","www.mactanvistamarbeachresort.com","null","null","[]","[]","[]","[]","The resort nestled along the eastern island’s line of beaches and locates 15 minutesfrom Mactan International Airport. It occupies a hectares residential cum leisuredevelopment that places Cebu in the roster of world exclusive resort destination.","3","https://www.businesslist.ph/philippines-business-search/3"
"1593600690-131","https://www.businesslist.ph/philippines-business-search/what:hotel/where:Cebu","Waterfront Cebu City Casino Hotel","https://www.businesslist.ph/company/130374/waterfront-cebu-city-casino-hotel","Waterfront Cebu City Casino Hotel","Salinas Drive, Lahug, Cebu City, Cebu, Philippines","(032) 232-6888","null","null","null","null","null","[]","[]","[]","[]","Hotels","19","https://www.businesslist.ph/philippines-business-search/19"
"1593600789-155","https://www.businesslist.ph/philippines-business-search/what:hotel/where:Cebu","Las Flores Country Guest House and Restaurant","https://www.businesslist.ph/company/85159/las-flores-country-guest-house-and-restaurant","Las Flores Country Guest House and Restaurant","Flores, Catmon Cebu, 6006, Cebu
View Map","+63 32 430 9390
+63 32 430 9391","+63 32 430 9391","www.lasflorescebu.com","www.lasflorescebu.com","null","null","[]","[]","[]","[]","Styled after a Mediterranean villa with a touch of Asia, Las Flores is a luxurious and intimate beachfront hotel located along the Camotes seashore in the quiet seaside town of Flores, Catmon on the tropical island of Cebu.Only 55 km. from Mactan International Airport, you will enjoy the 75 min. scenic drive along the North Coastal Road with lush green mountains on one side and spectacular vistas of the Camotes Sea on the other.","3","https://www.businesslist.ph/philippines-business-search/3"
"1593600740-143","https://www.businesslist.ph/philippines-business-search/what:hotel/where:Cebu","Sarossa Hotel","https://www.businesslist.ph/company/85375/sarossa-hotel","Sarossa Hotel","F. Cabahug Street Corner President Quirino Avenue Ayala Access Road Mabolo, Philippines‎ , 6000, Cebu
View Map","63 32 232 5811","(63 32) 232 5819","www.sarrosahotel.com","www.sarrosahotel.com","null","null","[]","[]","[]","[]","One of Cebu's finest business hotels, Sarrosa International Hotel offers an idyllic blend of comfort and convenience right at the heart of the growing metropolis.","3","https://www.businesslist.ph/philippines-business-search/3"
