web-scraper-order,web-scraper-start-url,link,link-href,name,address,contact,reviewer_name,reviewer_rate,reviews,rate,reviewer_text,open_establishment,type,dishes,cost,services,pages,pages-href
"1592238897-341","https://www.zomato.com/cebu/restaurants","","https://www.zomato.com/cebu/10-dove-street-confectionery-banilad-mandaue-city/info","10 Dove Street Confectionery","Oakridge Business Park, A. S. Fortuna Street, Banilad, Mandaue City","+63324181010","[]","[]","60 Reviews","4.1","[]","Opens at 7am","Bakery - Bakery","null","PHP550 for two people (approx.)","[{""services"":""Home Delivery""},{""services"":""Takeaway Available""},{""services"":""Desserts and Bakes""},{""services"":""Wifi""},{""services"":""Outdoor Seating""},{""services"":""Indoor Seating""}]","2","https://www.zomato.com/cebu/restaurants?page=2"
"1592238772-334","https://www.zomato.com/cebu/restaurants","","https://www.zomato.com/cebu/larsian-barbeque-capitol-site/info","Larsian Barbeque","Don Mariano Cui Street, Capitol Site, Cebu City","Not available for this place","[]","[]","141 Reviews","3.2","[{""reviewer_text"":""Food: Grilled seafoods and meats. Pusô (hanging rice).\n\nPlace: Different stalls with almost the same items on the menu. Location has been renovated so tables and grilling stations are more organized compared to the old one. Be cautious though upon getting your bill as there are times that they add up some items you didn't order. Sum it all up if the amount is correct. You have been warned. \n\nPrice: Affordable.""},{""reviewer_text"":""Food - Must try when visiting the Queen City of the South!\n\nPlace - Located in the heart of Fuente Osmena. Typical ihaw-ihaw place. Different stalls but almost the same items on the menu. Try to look around first before settling on the stall of your choice. Try to haggle as well. \n\nPrice - Affordable. Other's might say prices here are relatively high compared to other ihawan but hey, they have rental obligations and staffs to pay.""}]","24 Hours (Today)","Quick Bites - Filipino, Grill","null","PHP250 for two people (approx.)","[{""services"":""Breakfast""},{""services"":""Indoor Seating""}]","3","https://www.zomato.com/cebu/restaurants?page=3"
"1592238102-296","https://www.zomato.com/cebu/restaurants","","https://www.zomato.com/cebu/soho-park-7-lahug-cebu-city/info","Soho Park","Ground Floor, Asian Premier Residences, Abad Street, Lahug City, Cebu","+63324157715","[]","[]","41 Reviews","3.6","[{""reviewer_text"":""""},{""reviewer_text"":""One server was not accommodating and the other one was fine but she miscalculated our bill. It was an okay experience; the steak was so-so but I don't think I'm coming back. I also think it's too pricey and I could name more restaurants where  I'm willing to pay the same price I spent here.""}]","Opens at 7:30am","Casual Dining - European, International","null","Cash only","[{""services"":""Breakfast""},{""services"":""Wine and Beer""},{""services"":""Craft Beer""},{""services"":""Table booking recommended""},{""services"":""Serves Organic Food""},{""services"":""Vegetarian Friendly""},{""services"":""Indoor Seating""},{""services"":""Kid Friendly""},{""services"":""Wifi""},{""services"":""Vegan Options""},{""services"":""All Day Breakfast""}]","5","https://www.zomato.com/cebu/restaurants?page=5"
"1592238243-303","https://www.zomato.com/cebu/restaurants","","https://www.zomato.com/cebu/bucket-shrimps-capitol-site/info","Bucket Shrimps","Orchid Street, Capitol Site, Cebu City","+639956233060","[{""reviewer_name"":""Dinky""},{""reviewer_name"":""Rox Ulang""}]","[{""reviewer_rate"":""4.0""},{""reviewer_rate"":""5.0""}]","89 Reviews","4.1","[{""reviewer_text"":""Food tasted well. Buttered shrimp is a must try.""},{""reviewer_text"":""I love the food especially the buttered shrimp. Defenitely will be back!""}]","Opens at 11am","Casual Dining - Filipino, Seafood","Beer","PHP700 for two people (approx.) Without alcohol","[{""services"":""Home Delivery""},{""services"":""Takeaway Available""},{""services"":""Beer""},{""services"":""Indoor Seating""},{""services"":""Wifi""},{""services"":""Table booking recommended""}]","5","https://www.zomato.com/cebu/restaurants?page=5"
"1592237853-285","https://www.zomato.com/cebu/restaurants","","https://www.zomato.com/cebu/yakski-barbeque-capitol-site/info","Yakski Barbeque","268 Don Mariano Cui Street, Capitol Site, Cebu City","+63322543977","[]","[]","96 Reviews","4.3","[]","Opens at 11:30am","Quick Bites - Filipino, Grill","null","","[{""services"":""Home Delivery""},{""services"":""Takeaway Available""},{""services"":""Beer""},{""services"":""Indoor Seating""}]","...","https://www.zomato.com/cebu/restaurants?page=6"
"1592239173-359","https://www.zomato.com/cebu/restaurants","","https://www.zomato.com/cebu/j-co-donuts-coffee-cebu-business-park/info","J.CO Donuts & Coffee","Ground Floor, The Terraces, Ayala Center Cebu, Cebu Business Park, Cebu City","+63324012686","[{""reviewer_name"":""FoodCraving Review""},{""reviewer_name"":""Ohh Poe""}]","[{""reviewer_rate"":""5.0""},{""reviewer_rate"":""5.0""}]","85 Reviews","4.4","[{""reviewer_text"":""Craving for donut I have to try their signature donut the Alcapone. A soft donut topped with belgian white chocolate and sprinkle with slices of almond. The dough is very soft and the sweetness is just enough unlike its competition. The almonds and the white belgian chocolate combine with the donut gives a very pleasant taste.\nAbove it all they also have a very cozy place. Good for hang out or just relax while enjoying a bite of your donut.""},{""reviewer_text"":""This place rocks the house.\nSometimes I'm in the mood for down and dirty donuts Like Mister Donut, but other times you want what almost can be described as gourmet donuts and that is how I would describe Jco.\nGreat place to go visit and to get delivery too on Grab or Foodpanda.\nPricy yes but this isn't just a mere donut it's practically a meal in and of itself.\nSome of the donuts are like a work of art.""}]","Opens at 10am","Bakery - Bakery, Coffee","Donut, Coffee","PHP500 for two people (approx.)","[{""services"":""Takeaway Available""},{""services"":""Desserts and Bakes""},{""services"":""Outdoor Seating""},{""services"":""Wifi""},{""services"":""Indoor Seating""}]","",""
"1592238631-325","https://www.zomato.com/cebu/restaurants","","https://www.zomato.com/cebu/acacia-steakhouse-capitol-site-cebu-city/info","Acacia Steakhouse","Green Valley Subdivision, Acacia Street, Capitol Hills, Capitol Site, Cebu City","+639228052957","[]","[]","106 Reviews","4.6","[{""reviewer_text"":""5 for the steak, consistency was just right,not too chewy. I just wish there was a little bit more done on the presentation. Aesthetics for the price you pay does add to its value. To add, the staff could be tad bit more friendlier. Smile when you enter and smile when you go.""},{""reviewer_text"":""""}]","Opens at 11:30am","Casual Dining - Steak","null","PHP1200 for two people (approx.)","[{""services"":""Home Delivery""},{""services"":""Takeaway Available""},{""services"":""Indoor Seating""},{""services"":""Outdoor Seating""},{""services"":""Wifi""},{""services"":""Table booking recommended""}]","3","https://www.zomato.com/cebu/restaurants?page=3"
"1592237839-284","https://www.zomato.com/cebu/restaurants","","https://www.zomato.com/cebu/starbucks-1-cebu-business-park/info","Starbucks","Ground Floor, The Terraces, Ayala Center Cebu, Cebu Business Park, Cebu City","+63322318456","[]","[]","52 Reviews","4.2","[{""reviewer_text"":""""},{""reviewer_text"":""""}]","Opens at 7am","Café - Coffee","null","PHP550 for two people (approx.)","[{""services"":""Takeaway Available""},{""services"":""Indoor Seating""},{""services"":""Wifi""},{""services"":""Outdoor Seating""},{""services"":""Desserts and Bakes""}]","...","https://www.zomato.com/cebu/restaurants?page=6"
"1592238472-316","https://www.zomato.com/cebu/restaurants","","https://www.zomato.com/cebu/mooon-cafe-lahug/info","Mooon Cafe","The Walk, IT Park, Lahug, Cebu City","+63325054239","[{""reviewer_name"":""John Santos""},{""reviewer_name"":""QueenCee""}]","[{""reviewer_rate"":""3.0""},{""reviewer_rate"":""5.0""}]","86 Reviews","4.0","[{""reviewer_text"":""I was with colleagues from different countries and all wanted Mexican food for lunch. Good thing Mooon Cafe was close by. We ordered the Nacho Supreme, quesadilla and the chimichanga. Servings were adequate and the food was tasty. Service was fast and the staff were very attentive. A little pricey for lunch for 4 people but at least we got to satisfy our Mexican food cravings.""},{""reviewer_text"":""Really good staff. They always follow up to tellvyou ablut your order. The place is not very spacious but it is alright and they don't close really early which I think is good.\n\nI love the food.""}]","11am – 1am (Today)","Casual Dining - Mexican, Filipino, Asian","Sisig, Chicken Fajita, Calamari, Pizza, Steak, Chips","PHP800 for two people (approx.) Without alcohol","[{""services"":""Home Delivery""},{""services"":""Takeaway Available""},{""services"":""Wine and Beer""},{""services"":""Outdoor Seating""},{""services"":""Serves Cocktails""},{""services"":""Craft Beer""},{""services"":""Indoor Seating""},{""services"":""Wifi""},{""services"":""Bottle Service""},{""services"":""Table booking recommended""}]","4","https://www.zomato.com/cebu/restaurants?page=4"
"1592237878-286","https://www.zomato.com/cebu/restaurants","","https://www.zomato.com/cebu/h-cafe-harolds-hotel-lahug-cebu-city/info","H Cafe - Harolds Hotel","Harolds Hotel, Gorordo Avenue Corner Rosal Street, Lahug, Cebu City 6000 6000","+63325057777","[]","[]","48 Reviews","3.9","[{""reviewer_text"":""""},{""reviewer_text"":""""}]","Opens at 6am","Casual Dining - American, European, Asian","null","PHP1200 for two people (approx.)","[{""services"":""Breakfast""},{""services"":""Outdoor Seating""},{""services"":""Table booking recommended""},{""services"":""Group Meal""},{""services"":""Indoor Seating""},{""services"":""Wifi""},{""services"":""Buffet""}]","...","https://www.zomato.com/cebu/restaurants?page=6"
"1592238367-309","https://www.zomato.com/cebu/restaurants","","https://www.zomato.com/cebu/fungs-noodle-house-lahug/info","Fung's Noodle House","Ground Floor, SSY Business Center, Salinas Drive, Lahug, Cebu City","+63322608565","[]","[]","55 Reviews","4.2","[]","Opens at 11am","Casual Dining - Chinese","null","PHP800 for two people (approx.) Without alcohol","[{""services"":""Home Delivery""},{""services"":""Takeaway Available""},{""services"":""Beer""},{""services"":""Indoor Seating""}]","4","https://www.zomato.com/cebu/restaurants?page=4"
"1592238061-294","https://www.zomato.com/cebu/restaurants","","https://www.zomato.com/cebu/paparts-diner-and-cafe-tipolo-mandaue-city/info","Papart's Diner and Cafe","Second Floor, Maroo Arcade, Mantawe Avenue, Tipolo, Mandaue City","+63323280798","[]","[]","73 Reviews","2.6","[]","Opens at 10am","Casual Dining - Filipino","null","","[{""services"":""Free Parking""},{""services"":""Indoor Seating""}]","5","https://www.zomato.com/cebu/restaurants?page=5"
"1592238787-335","https://www.zomato.com/cebu/restaurants","","https://www.zomato.com/cebu/tokyo-table-tipolo/info","Tokyo Table","City Time Square, Mantawe Avenue, Tipolo, Mandaue City","+63322397000","[{""reviewer_name"":""Yani""},{""reviewer_name"":""Alnixeats""}]","[{""reviewer_rate"":""5.0""},{""reviewer_rate"":""3.0""}]","130 Reviews","4.5","[{""reviewer_text"":""One of the best buffets my family and I have been too. You can reserve your seats ahead. \nFood is superb. I get to have my own array of yakiniku choices, and raw seafood (salmon was my fave) at the same time. \nNot to mention, their dessert bar, keeps me coming back for more\nSo much memories with this restaurant, from birthdays to graduations. \nSad to hear they have closed after years of operation. Absolutely, would miss this place.""},{""reviewer_text"":""Sad to hear it’s already closed after 6 years! 😕 follow my instagram for more photo/videos blogs @alnixeats 😋""}]","Opens at 11:30am","Casual Dining - Japanese","null","PHP1500 for two people (approx.)","[{""services"":""Outdoor Seating""},{""services"":""Table booking recommended""},{""services"":""Buffet""},{""services"":""Wifi""}]","3","https://www.zomato.com/cebu/restaurants?page=3"
"1592238354-308","https://www.zomato.com/cebu/restaurants","","https://www.zomato.com/cebu/sulbing-dessert-cafe-lahug-cebu-city/info","Sulbing Dessert Cafe","eBloc 2, IT Park, Lahug, Cebu City","+63324142007","[{""reviewer_name"":""Jarena Evangelio""},{""reviewer_name"":""Joy Leyson""}]","[{""reviewer_rate"":""5.0""},{""reviewer_rate"":""4.0""}]","65 Reviews","4.2","[{""reviewer_text"":""I love the ambience of this place, it's relaxing. And I'm impressed coz they are open 24 hours a day.""},{""reviewer_text"":""Craving for sweets and ended up here. Tried there Java Chip Frappe and it was the best that I've tasted so far. Besides from other cafes, I'd prefer Sulbing for my frappe heart.""}]","Opens at 10am","Dessert Parlor - Desserts, Coffee","null","","[{""services"":""Desserts and Bakes""},{""services"":""Indoor Seating""},{""services"":""Wifi""}]","4","https://www.zomato.com/cebu/restaurants?page=4"
"1592237703-276","https://www.zomato.com/cebu/restaurants","","https://www.zomato.com/cebu/azure-beach-club-crimson-resort-and-spa-mactan-mactan-lapu-lapu-city/info","Azure Beach Club - Crimson Resort and Spa Mactan","Crimson Resort and Spa Mactan, Seascapes Resort Town, Mactan, Cebu, Mactan, Lapu-Lapu City","+63324019999","[]","[]","34 Reviews","3.9","[{""reviewer_text"":""If you’re looking for a place to splurge your money on food, this is it. Their dishes are pricey but reasonable since Azure is in a 5-star resort, and it is super worth it because the serving size is big. Their service is great too, so accommodating and welcoming. I love the ambiance because it is by the sea, sad thing is that when we had supper there, there was no view anymore because it is dark. I haven’t captured every dish we had but it was a 3 course meal and I was already getting full after the appetisers, again the servings were BIG and we are 5 in the family. Super worth it.""},{""reviewer_text"":""Spent my birthday here at Azure Beach Club. Food was pricey but great. They also have a bar by the sea, super cool! Each course ranges from PHP900 to PHP3,000.""}]","Opens at 10:30am","Casual Dining, Bar - Asian","null","","[{""services"":""Beer""},{""services"":""Nightlife""},{""services"":""Wifi""},{""services"":""Outdoor Seating""},{""services"":""Serves Cocktails""},{""services"":""Table booking recommended""}]","...","https://www.zomato.com/cebu/restaurants?page=6"
"1592237918-288","https://www.zomato.com/cebu/restaurants","","https://www.zomato.com/cebu/the-thray-guadalupe-cebu-city/info","The Thray","Grove Building, V Rama Avenue, Guadalupe, Cebu City","+639479918930","[{""reviewer_name"":""Ken Estenzo""},{""reviewer_name"":""C 33""}]","[{""reviewer_rate"":""2.0""},{""reviewer_rate"":""1.0""}]","37 Reviews","3.5","[{""reviewer_text"":""The servings are quite small and in terms of taste, it's okay. You can't really consider it boodle with the small servings. Just a thought for you guys.""},{""reviewer_text"":""Here's a polite and honest feedback. I hope this will help you improve and get better.\n1. The place - maybe adjust the aircon a little bit to make it comfortable especially when it's around lunch time. It was hot when we were there.\n2. Anti-mage iced tea - it did not taste like iced tea at all. It was water, sugar and some ice. It's not even cold.\n3. We had the Warlock's steak (more like tenderloin slices/ small pieces and not exactly a whole steak) - it took some time for them to serve it but it was not even close to warm when it was brought to our table. The serving portion is too small.\n4. Price - not worth the price at all. It's too expensive for a not cold iced tea, cold steak and...read more""}]","Opens at 11am","Casual Dining - Steak, Seafood","null","null","[{""services"":""Free Parking""},{""services"":""Group Meal""},{""services"":""Indoor Seating""}]","...","https://www.zomato.com/cebu/restaurants?page=6"
"1592238502-318","https://www.zomato.com/cebu/restaurants","","https://www.zomato.com/cebu/st-moritz-restaurant-cebu-business-park/info","St. Moritz Restaurant","St. Moritz Hotel, St. Moritz Road, Cebu Business Park, Cebu City","+63322311148","[{""reviewer_name"":""Max J""},{""reviewer_name"":""Crezia""}]","[{""reviewer_rate"":""4.0""},{""reviewer_rate"":""5.0""}]","102 Reviews","4.7","[{""reviewer_text"":""The place was tiny but it made up for the big servings of pork and beef steak. I love me some good gravy and theirs was one of the best I've had. Oh and they serve very good bread too!""},{""reviewer_text"":""Wagyu beef, tenderlon steak, Steak Tartar!""}]","Opens at 7am","Casual Dining - American","null","PHP1600 for two people (approx.) Without alcohol","[{""services"":""Breakfast""},{""services"":""Wine and Beer""},{""services"":""Table booking recommended""},{""services"":""Indoor Seating""},{""services"":""Wifi""}]","4","https://www.zomato.com/cebu/restaurants?page=4"
"1592238427-313","https://www.zomato.com/cebu/restaurants","","https://www.zomato.com/cebu/wokd-banilad-cebu-city/info","Wok'd","Ground Floor, Streetscape, Paseo Saturnino, Ma. Luisa Road, Banilad, Cebu City","+63322684933","[]","[]","58 Reviews","4.1","[]","Opens at 11:30am","Casual Dining - Thai","null","PHP1350 for two people (approx.) Without alcohol","[{""services"":""Beer""},{""services"":""Outdoor Seating""},{""services"":""Table booking recommended""},{""services"":""Indoor Seating""},{""services"":""Wifi""}]","4","https://www.zomato.com/cebu/restaurants?page=4"
"1592238817-336","https://www.zomato.com/cebu/restaurants","","https://www.zomato.com/cebu/feria-radisson-blu-cebu-north-reclamation-area-cebu-city/info","Feria - Radisson Blu Cebu","Radisson Blu Cebu, Juan Luna Avenue Corner Osmena Boulevard, North Reclamation Area, Cebu City","+63324029900","[{""reviewer_name"":""Beverly Morales""},{""reviewer_name"":""Max J""}]","[{""reviewer_rate"":""5.0""},{""reviewer_rate"":""4.0""}]","82 Reviews","4.3","[{""reviewer_text"":""""},{""reviewer_text"":""I've always had the impression from others that Feria didnt have as varied offering as other buffets in the city so when I came to try Feria I was quite pleased to see a lot of options. The carving station had tender and perfectly seasoned meats and the Indian station had some really good selections and their desserts were just perfect for my taste ( not too sweet and I didnt get that \""mass produced\"" taste which I commonly get from other buffets). All the dishes I tried gave me the impression that only the freshest ingredients were used to prepare them.""}]","Opens at 6:30am","Casual Dining - Asian","Pizza, Tea, Lunch Buffet, Breakfast Buffet","PHP2200 for two people (approx.) Without alcohol","[{""services"":""Breakfast""},{""services"":""Takeaway Available""},{""services"":""Full Bar Available""},{""services"":""Wifi""},{""services"":""Table booking recommended""},{""services"":""Indoor Seating""},{""services"":""Buffet""}]","2","https://www.zomato.com/cebu/restaurants?page=2"
"1592238487-317","https://www.zomato.com/cebu/restaurants","","https://www.zomato.com/cebu/weekend-kasambagan-cebu-city/info","Weekend","Pope John Paul II Avenue, The Greenery, Kasambagan, Cebu 6000","+63323842802","[{""reviewer_name"":""The Jivenator""},{""reviewer_name"":""Sam Medriano""}]","[{""reviewer_rate"":""5.0""},{""reviewer_rate"":""5.0""}]","80 Reviews","4.1","[{""reviewer_text"":""The most underrated restaurant in Cebu. Definitely a bang for one's buck, you get what you paid for. We ordered five different dishes and all five dishes tasted spectacular, also aesthetically pleasing. The service crew is always smiling, which is also good. I will highly recommend this place!\n\nP.S: If you order the drown in cheese burger, do not forget to mention to the server that the raclette \""cheese\"" needs to be poured on top of the patty. NOT ON TOP OF THE FRIES.""},{""reviewer_text"":""The Fat bastard was just dang!  Worth every buck.""}]","Opens at 11am","Casual Dining - American","null","","[{""services"":""Full Bar Available""},{""services"":""Indoor Seating""},{""services"":""Private Dining Area Available""},{""services"":""Outdoor Seating""},{""services"":""Table booking recommended""}]","4","https://www.zomato.com/cebu/restaurants?page=4"
"1592239025-349","https://www.zomato.com/cebu/restaurants","","https://www.zomato.com/cebu/sumo-sam-cebu-business-park-cebu-city/info","Sumo Sam","Ground Floor, The Terraces, Ayala Center Cebu, Cebu Business Park, Cebu City","+63324010643","[]","[]","104 Reviews","4.1","[]","Opens at 10am","Casual Dining - Japanese","null","PHP1200 for two people (approx.) Without alcohol","[{""services"":""Home Delivery""},{""services"":""Takeaway Available""},{""services"":""Beer""},{""services"":""Indoor Seating""},{""services"":""Wifi""},{""services"":""Table booking recommended""},{""services"":""Outdoor Seating""}]","2","https://www.zomato.com/cebu/restaurants?page=2"
"1592238712-330","https://www.zomato.com/cebu/restaurants","","https://www.zomato.com/cebu/red-lizard-taqueria-lahug-cebu-city/info","Red Lizard Taqueria","Filinvest Cebu Cyberzone, IT Park, Lahug, Cebu City","+63322339879","[{""reviewer_name"":""FoodBtold""},{""reviewer_name"":""John Don""}]","[{""reviewer_rate"":""5.0""},{""reviewer_rate"":""2.0""}]","112 Reviews","4.5","[{""reviewer_text"":""Always love the ambiance here plus friendly staff! Nachos Machos and luncheonette cheeseburger is 💯 recommended!\n\nIf your in the mood for a drink try their Mojito!\n\nIG: foodBtold\n\n#nachos #cheeseburger #goodeats #foodbtold #cebueats #ceburestaurants #restaurantsincebu #bestofcebu #whenincebu #foodie #foodieph""},{""reviewer_text"":""I was disappointed.  The tacos aren’t Mexican or Tex mex.  when I asked the server who brought the food if they had hot sauce he pointed across the restaurant and said I had to get it myself.  A second server was attentive enough to bring hot sauce to our table.   The food was not horrible but I had my hopes up for great food.""}]","11am – 1:30am (Today)","Casual Dining - Mexican","PHP800 for two people (approx.) Without alcohol","","[{""services"":""Beer""},{""services"":""Outdoor Seating""},{""services"":""Indoor Seating""},{""services"":""Table booking recommended""},{""services"":""Kid Friendly""},{""services"":""Gluten Free Options""},{""services"":""Group Meal""}]","3","https://www.zomato.com/cebu/restaurants?page=3"
"1592239128-356","https://www.zomato.com/cebu/restaurants","","https://www.zomato.com/cebu/balai-banilad-mandaue-city-mandaue-city/info","Balai","1 Floremer Subdivision, A. S. Fortuna Street, Banilad, Mandaue City","+639175825009","[]","[]","210 Reviews","4.3","[{""reviewer_text"":""Balai cafe will always be one of those cafés you’ll love to go to- for relaxation from a busy day at work, or at school. Just the perfect place to unwind dor its cozy furnitures and the home vibe it provides, true to it’s name- Balai.\nFood was great but what I can really recommend are their drinks. Coffee is what they are really known first next was their roasted chicken.""},{""reviewer_text"":""Food was good and worth it at its price. I really like the coffee here, too. Ambience was really nice, good place to catch up.\n\nHowever, we waited for almost two hours for our food to be complete. One of my friends got irritated since when we first followed up for our order, we sensed that they have forgotten about it and told us to wait since the kitchen was busy. We waited for another hour for a salad and a breakfast plate. I think it would be wise if staff would actually write down the customer's orders instead of just memorizing it.\n\nIf not for the food, I would think twice on coming back here.""}]","Opens at 6am","Café - Coffee","null","PHP500 for two people (approx.) Without alcohol","[{""services"":""Breakfast""},{""services"":""Full Bar Available""},{""services"":""Indoor Seating""},{""services"":""All Day Breakfast""},{""services"":""Outdoor Seating""}]","",""
"1592238607-324","https://www.zomato.com/cebu/restaurants","","https://www.zomato.com/cebu/cafe-racer-subangdaku-mandaue-city/info","Cafe Racer","Quano Avenue, Subangdaku, Mandaue City","+63325117798","[{""reviewer_name"":""Ridge Adam Gonzales""},{""reviewer_name"":""Go Ling""}]","[{""reviewer_rate"":""2.0""},{""reviewer_rate"":""5.0""}]","88 Reviews","4.1","[{""reviewer_text"":""Food was unfortunately sub-par. Ordered the carbonara, it was too runny and bland. Ordered the baked back ribs, the meat was not tender and hard to chew. The only dish I enjoyed was the meat lovers pizza but to be honest it reminded me of store bought frozen pizza.\n\nDecent service though and nice ambience. I wouldn't come here for the food but it would be a nice place to chill with friends and have a few drinks.""},{""reviewer_text"":""The foods are awesome and I like the place's ambience.. The price is reasonable. Highly recommendable. We ordered the baked baby backribs and 1/2 herb chicken with mashed potato..""}]","11am – 2am (Today)","Casual Dining - American","Beer, Burgers, Carbonara, Fish","PHP1100 for two people (approx.) Without alcohol","[{""services"":""Home Delivery""},{""services"":""Beer""},{""services"":""Free Parking""},{""services"":""Indoor Seating""},{""services"":""Smoking Area""},{""services"":""Outdoor Seating""},{""services"":""Table booking recommended""}]","3","https://www.zomato.com/cebu/restaurants?page=3"
"1592238925-343","https://www.zomato.com/cebu/restaurants","","https://www.zomato.com/cebu/the-pig-and-palm-cebu-business-park/info","The Pig and Palm","MSY Tower, Pecadores Road, Cebu Business Park, Cebu City","+63322558249","[{""reviewer_name"":""Docrey""},{""reviewer_name"":""Darlene Fuego""}]","[{""reviewer_rate"":""5.0""},{""reviewer_rate"":""5.0""}]","92 Reviews","4.5","[{""reviewer_text"":""""},{""reviewer_text"":""""}]","Opens at 8am","Casual Dining - Spanish","Cocktails, Chicken Karage, Prawn, Mashed Potato, Pan Con Tomate","PHP2000 for two people (approx.) Without alcohol","[{""services"":""Breakfast""},{""services"":""Full Bar Available""},{""services"":""Indoor Seating""},{""services"":""Group Meal""},{""services"":""Table booking recommended""},{""services"":""Outdoor Seating""},{""services"":""Private Dining Area Available""}]","2","https://www.zomato.com/cebu/restaurants?page=2"
"1592239221-362","https://www.zomato.com/cebu/restaurants","","https://www.zomato.com/cebu/blackbeards-seafood-island-cebu-business-park-cebu-city/info","Blackbeard's Seafood Island","Fourth Floor, The Terraces, Ayala Center Cebu, Cebu Business Park, Cebu City","+639176254695","[]","[]","97 Reviews","3.4","[{""reviewer_text"":""Very bad customer service. Most of our orders aren’t given on time and most of it are wrong. The crew doesn’t listen and they just walk right out of you. Very bad experience. I don’t think we’ll ever come back here.""},{""reviewer_text"":""The service is slow and it took 35 minutes for the food to get served. Staff were not sincere with their apologies and just smiling while we were ranting about how slow the service was and to speed up the serving. Bangus slice included in the binalot menu was already spoiled, smelly and seems raw.  The food menu advertise was tempting and delicious but it was the opposite. Not recommended for seafood lovers""}]","Opens at 10am","Casual Dining - Seafood, Filipino, American","null","PHP1250 for two people (approx.) Without alcohol","[{""services"":""Home Delivery""},{""services"":""Takeaway Available""},{""services"":""Wine and Beer""},{""services"":""Indoor Seating""},{""services"":""Table booking recommended""},{""services"":""Wifi""},{""services"":""Outdoor Seating""}]","",""
"1592238910-342","https://www.zomato.com/cebu/restaurants","","https://www.zomato.com/cebu/cafe-georg-kasambagan/info","Cafe Georg","Ground Floor, MLD Building, Gov. M. Cuenco Avenue, Kasambagan, Cebu City","+63322666134","[]","[]","150 Reviews","4.6","[{""reviewer_text"":""""},{""reviewer_text"":""""}]","Opens at 10:30am","Casual Dining, Café - Italian, Desserts, Coffee","null","PHP1100 for two people (approx.) Without alcohol","[{""services"":""Beer""},{""services"":""Outdoor Seating""},{""services"":""Indoor Seating""},{""services"":""Table booking recommended""},{""services"":""Wifi""},{""services"":""Desserts and Bakes""}]","2","https://www.zomato.com/cebu/restaurants?page=2"
"1592237823-283","https://www.zomato.com/cebu/restaurants","","https://www.zomato.com/cebu/vanille-bistro-banilad-cebu-city/info","Vanille Bistro","Streetscape, Paseo Saturnino, Ma. Luisa Road, Banilad, Cebu City","+63322684667","[]","[]","46 Reviews","3.5","[]","Opens at 7am","Café - Asian, Desserts","null","PHP1000 for two people (approx.)","[{""services"":""Breakfast""},{""services"":""Outdoor Seating""},{""services"":""Desserts and Bakes""},{""services"":""Indoor Seating""},{""services"":""Wifi""}]","...","https://www.zomato.com/cebu/restaurants?page=6"
"1592238162-299","https://www.zomato.com/cebu/restaurants","","https://www.zomato.com/cebu/golden-cowrie-lahug-cebu-city/info","Golden Cowrie","Salinas Drive, Lahug, Cebu City","+63322334243","[]","[]","71 Reviews","3.8","[{""reviewer_text"":""Good food but bad, bad service. They really need to improve their system. Perhaps assign servers per table? To make sure that every table is promptly attended to. Because we already pre-ordered while queueing... and yet our food got served an hour plus after we were given a table. The rice and kangkong were served first, the sizzling dish some 30 mins after, then the rest of the food another 30mins after it! By the time our order was complete, the rice and sizzling bangus had gone cold! Then the soup (which is supposed to be served first) came last. 🤦🏻‍♀️\nGood thing they thought of giving us a complimentary dessert (sliced mangoes) to compensate for their error. But still.. I...read more""},{""reviewer_text"":""Ate here a lot of times. Their food are okay. Although it takes time to get the staff’s attention because of the very large place and many customers. It also takes quite a lot of time for orders to reach your table when the place is busy.""}]","Opens at 11am","Casual Dining - Filipino","null","PHP1000 for two people (approx.) Without alcohol","[{""services"":""Home Delivery""},{""services"":""Takeaway Available""},{""services"":""Beer""},{""services"":""Outdoor Seating""},{""services"":""Indoor Seating""},{""services"":""Table booking recommended""}]","5","https://www.zomato.com/cebu/restaurants?page=5"
"1592237740-278","https://www.zomato.com/cebu/restaurants","","https://www.zomato.com/cebu/ilaputi-capitol-site-cebu-city/info","Ilaputi","F17, Axis Entertainment Avenue, Escario Street, Capitol Site, Cebu City","+63324120262","[{""reviewer_name"":""Cho Carcel""},{""reviewer_name"":""CHarMz BOrcEs""}]","[{""reviewer_rate"":""2.0""},{""reviewer_rate"":""5.0""}]","54 Reviews","3.7","[{""reviewer_text"":""The stroganoff is actually pork not beef""},{""reviewer_text"":""""}]","Opens at 11am","Casual Dining - Filipino, Asian","PHP1000 for two people (approx.) Without alcohol","","[{""services"":""Home Delivery""},{""services"":""Takeaway Available""},{""services"":""Full Bar Available""},{""services"":""Outdoor Seating""},{""services"":""Table booking recommended""},{""services"":""Wifi""},{""services"":""Indoor Seating""},{""services"":""Live Music""}]","...","https://www.zomato.com/cebu/restaurants?page=6"
